id,book_title,category,raw_price,rating,instock,UPC,link,image_url,image_path
deception-point_426,Deception Point,Fiction,£40.32,4,6,4e3b183180e2a992,https://books.toscrape.com/catalogue/deception-point_426/index.html,https://books.toscrape.com/media/cache/65/6d/656d264685962b55ff14fb310b0ae747.jpg,
the-little-paris-bookshop_407,The Little Paris Bookshop,Fiction,£24.73,3,5,dfd9ff1f343cdaff,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html,https://books.toscrape.com/media/cache/ed/25/ed2540d08b66683313ffee9241bfd926.jpg,
the-firm_404,The Firm,Fiction,£45.56,3,5,ad84f18659e6bfe2,https://books.toscrape.com/catalogue/the-firm_404/index.html,https://books.toscrape.com/media/cache/30/64/3064d8c687f770efea3fabeac0cd2d6f.jpg,
the-expatriates_401,The Expatriates,Fiction,£44.58,2,5,fe7210553d56c097,https://books.toscrape.com/catalogue/the-expatriates_401/index.html,https://books.toscrape.com/media/cache/4a/96/4a96cd8c43ea6c74d5b8d9ce1d47c187.jpg,
siddhartha_393,Siddhartha,Fiction,£34.22,5,5,84bb29c53592ac40,https://books.toscrape.com/catalogue/siddhartha_393/index.html,https://books.toscrape.com/media/cache/6b/5f/6b5fba0f415741ab61c0cf24d11933ab.jpg,
last-one-home-new-beginnings-1_383,Last One Home (New Beginnings #1),Fiction,£59.98,3,5,07e6810fd3236bda,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html,https://books.toscrape.com/media/cache/0b/98/0b98d840b298be76c1a982a8d1f4688f.jpg,
digital-fortress_369,Digital Fortress,Fiction,£58.00,5,5,94bb629a3f6dd00b,https://books.toscrape.com/catalogue/digital-fortress_369/index.html,https://books.toscrape.com/media/cache/86/78/86786e20ec80b5b3ec66657870750b73.jpg,
atlas-shrugged_314,Atlas Shrugged,Fiction,£26.58,5,4,78a4ac98191ac675,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html,https://books.toscrape.com/media/cache/9d/3c/9d3c5430a627260e4a8c9ca02c8a8924.jpg,
three-martini-lunch_290,Three-Martini Lunch,Fiction,£23.21,3,3,57f755143ee96fd4,https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html,https://books.toscrape.com/media/cache/fc/c2/fcc2f183dde593b991e01585f5df1e09.jpg,
the-nightingale_267,The Nightingale,Fiction,£26.26,4,3,29d6d87f3418638b,https://books.toscrape.com/catalogue/the-nightingale_267/index.html,https://books.toscrape.com/media/cache/c6/ac/c6ac29eaf9e7de9de175d014d2132428.jpg,
the-infinities_257,The Infinities,Fiction,£27.41,1,3,554e9e2d532b3a87,https://books.toscrape.com/catalogue/the-infinities_257/index.html,https://books.toscrape.com/media/cache/c8/9e/c89ec72cf70f8d37e049223b90708a5a.jpg,
the-husbands-secret_256,The Husband's Secret,Fiction,£52.51,5,3,ff6bb30dd0c482a6,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html,https://books.toscrape.com/media/cache/95/27/9527e680e56bb3f8d9bf4e8882a3b723.jpg,
the-da-vinci-code-robert-langdon-2_240,The Da Vinci Code (Robert Langdon #2),Fiction,£22.96,2,3,dabf11918b48b40c,https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html,https://books.toscrape.com/media/cache/90/81/90810ccd85e7f49b9040246800a19b44.jpg,
the-art-of-fielding_228,The Art of Fielding,Fiction,£22.10,1,3,2858ac90c4758e1f,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html,https://books.toscrape.com/media/cache/8a/fe/8afee4ecfc952010bcb70f72e4728d16.jpg,
lila-gilead-3_190,Lila (Gilead #3),Fiction,£12.47,3,3,4ef75307fb64e2ad,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html,https://books.toscrape.com/media/cache/9b/37/9b37bcfb1a44dabbef36f5bf899df4b0.jpg,
jurassic-park-jurassic-park-1_180,Jurassic Park (Jurassic Park #1),Fiction,£44.97,1,3,a0dd11f6abc421ec,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html,https://books.toscrape.com/media/cache/26/9e/269e8962f39f359559a46cae86576128.jpg,
inferno-robert-langdon-4_176,Inferno (Robert Langdon #4),Fiction,£41.00,5,3,6c4646d90b60a56c,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html,https://books.toscrape.com/media/cache/ec/15/ec15a39e6f193636635f20a7354b08f6.jpg,
crazy-rich-asians-crazy-rich-asians-1_143,Crazy Rich Asians (Crazy Rich Asians #1),Fiction,£49.13,5,3,c9782ad2a0ed9331,https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html,https://books.toscrape.com/media/cache/05/37/053789bf4a9b520bf76fc9eea14e780e.jpg,
big-little-lies_129,Big Little Lies,Fiction,£22.11,1,3,d3f9c4539c0caa64,https://books.toscrape.com/catalogue/big-little-lies_129/index.html,https://books.toscrape.com/media/cache/c5/3f/c53fd6a9300ac091351e3830273a4d42.jpg,
the-course-of-love_109,The Course of Love,Fiction,£16.78,3,2,f3c76b53b239f511,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html,https://books.toscrape.com/media/cache/c9/b9/c9b9ce0ea36cc737d1693ac89c5d0361.jpg,
when-im-gone_95,When I'm Gone,Fiction,£51.96,3,1,c5f91eb481427dc5,https://books.toscrape.com/catalogue/when-im-gone_95/index.html,https://books.toscrape.com/media/cache/f8/dd/f8ddbaef30884ed017b662b4069b78d4.jpg,
the-silent-wife_83,The Silent Wife,Fiction,£12.34,5,1,b78deb463531d078,https://books.toscrape.com/catalogue/the-silent-wife_83/index.html,https://books.toscrape.com/media/cache/a6/37/a6378b97d817267de38ba58dfd0db412.jpg,
the-bette-davis-club_59,The Bette Davis Club,Fiction,£30.66,3,1,dfb0849016bc122c,https://books.toscrape.com/catalogue/the-bette-davis-club_59/index.html,https://books.toscrape.com/media/cache/fb/6c/fb6c914f1da870442031095c85f4cf80.jpg,
kitchens-of-the-great-midwest_28,Kitchens of the Great Midwest,Fiction,£57.20,5,1,06f6a57a6d532844,https://books.toscrape.com/catalogue/kitchens-of-the-great-midwest_28/index.html,https://books.toscrape.com/media/cache/ed/be/edbe83ef3ebf5c22b9ebc139d3232947.jpg,
bright-lines_11,Bright Lines,Fiction,£39.07,5,1,230ac636ea0ea415,https://books.toscrape.com/catalogue/bright-lines_11/index.html,https://books.toscrape.com/media/cache/26/4f/264f79395041ac4b88038030da0433cd.jpg,
birdsong-a-story-in-pictures_975,Birdsong: A Story in Pictures,Childrens,£54.64,3,19,9528d0948525bf5f,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,https://books.toscrape.com/media/cache/af/2f/af2fe2419ea136f2cd567aa92082c3ae.jpg,
the-bear-and-the-piano_967,The Bear and the Piano,Childrens,£36.89,1,18,9f6568e9c95f60b0,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,https://books.toscrape.com/media/cache/d0/87/d0876dcd1a6530a4cb54903aad7a3e28.jpg,
the-secret-of-dreadwillow-carse_944,The Secret of Dreadwillow Carse,Childrens,£56.13,1,16,b5ea0b5dabed25a8,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,
the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,Childrens,£58.08,4,15,37c0cb19713d8dda,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,https://books.toscrape.com/media/cache/49/0e/490e049133ee9f398e6a70f25c12e308.jpg,
little-red_817,Little Red,Childrens,£13.47,3,15,4aa03792b50f0b22,https://books.toscrape.com/catalogue/little-red_817/index.html,https://books.toscrape.com/media/cache/63/6b/636b836f5c3d67b9cda1948f5ca08694.jpg,
walt-disneys-alice-in-wonderland_777,Walt Disney's Alice in Wonderland,Childrens,£12.96,5,14,6a31307a81e8f3a8,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,https://books.toscrape.com/media/cache/0f/65/0f65a1f2a3705c67b3d2a787ab3e8b99.jpg,
twenty-yawns_773,Twenty Yawns,Childrens,£22.08,2,14,1d6443ffba9dfd80,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,https://books.toscrape.com/media/cache/40/d7/40d7f9433c2f23370659c925a45fdcad.jpg,
rain-fish_728,Rain Fish,Childrens,£23.57,3,14,a6454e329f872b78,https://books.toscrape.com/catalogue/rain-fish_728/index.html,https://books.toscrape.com/media/cache/ea/1f/ea1f22fa3179f3f84fbadd24fe89a1fd.jpg,
once-was-a-time_724,Once Was a Time,Childrens,£18.28,2,14,e34efcc824685332,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,https://books.toscrape.com/media/cache/e6/5e/e65e45701ce6d2da8c5cf31d6208ff02.jpg,
luis-paints-the-world_714,Luis Paints the World,Childrens,£53.95,3,14,5b43cae640f2338a,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,https://books.toscrape.com/media/cache/34/1e/341e9af2106811a4ca8e56ce92762580.jpg,
nap-a-roo_567,Nap-a-Roo,Childrens,£25.08,1,9,913e7109cec0cb4c,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html,https://books.toscrape.com/media/cache/b9/43/b9437eda691f483d2174a1b94c8c9d06.jpg,
the-whale_501,The Whale,Childrens,£35.96,4,7,0ff9d10864db8364,https://books.toscrape.com/catalogue/the-whale_501/index.html,https://books.toscrape.com/media/cache/6c/df/6cdf7a3ee6cfd5ecbcfd37bd7a5c42e3.jpg,
shrunken-treasures-literary-classics-short-sweet-and-silly_484,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Childrens,£52.87,3,7,9639e89d20228e6e,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,https://books.toscrape.com/media/cache/7b/b9/7bb9386b43f2aeaa6eaf042df1b4e96f.jpg,
raymie-nightingale_482,Raymie Nightingale,Childrens,£34.41,2,7,31c56c4d0fe19340,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,https://books.toscrape.com/media/cache/95/6b/956b5a8927463f4ea0774e2469e27ce5.jpg,
playing-from-the-heart_481,Playing from the Heart,Childrens,£32.38,1,7,68008abf6409dfde,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,https://books.toscrape.com/media/cache/b6/ba/b6ba2393c312701f1471db91eb73284d.jpg,
maybe-something-beautiful-how-art-transformed-a-neighborhood_386,Maybe Something Beautiful: How Art Transformed a Neighborhood,Childrens,£22.54,1,5,81c68492ccd72941,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,https://books.toscrape.com/media/cache/89/9a/899a07816ced14262169345493bbbe51.jpg,
the-wild-robot_288,The Wild Robot,Childrens,£56.07,3,3,75fed6a47f69859d,https://books.toscrape.com/catalogue/the-wild-robot_288/index.html,https://books.toscrape.com/media/cache/42/48/424876ee529de5b557ebd69286c87343.jpg,
the-thing-about-jellyfish_283,The Thing About Jellyfish,Childrens,£48.77,1,3,3d15714d4d3d15dd,https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html,https://books.toscrape.com/media/cache/ef/d3/efd3fd5390be3a440e28b03b5bb0fd95.jpg,
the-lonely-ones_261,The Lonely Ones,Childrens,£43.59,5,3,cf2f27fdf94ba20e,https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html,https://books.toscrape.com/media/cache/ff/f6/fff64acb3c65cbea2ac9209c2a57af17.jpg,
the-day-the-crayons-came-home-crayons_241,The Day the Crayons Came Home (Crayons),Childrens,£26.33,5,3,b22362b434e8ee62,https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html,https://books.toscrape.com/media/cache/34/b2/34b2631bafd148bcd8dcd850a4b75971.jpg,
the-cat-in-the-hat-beginner-books-b-1_235,The Cat in the Hat (Beginner Books B-1),Childrens,£16.26,2,3,b7f475238ed50429,https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html,https://books.toscrape.com/media/cache/3c/45/3c4578b3f58e5b4afea86f886b201fd8.jpg,
red-the-true-story-of-red-riding-hood_210,Red: The True Story of Red Riding Hood,Childrens,£28.54,3,3,4c8ece50736f9e88,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html,https://books.toscrape.com/media/cache/9d/dd/9ddd21ce54bf11eb84bf6986decb9915.jpg,
horrible-bear_168,Horrible Bear!,Childrens,£37.52,2,3,cc1ac978a6835ef6,https://books.toscrape.com/catalogue/horrible-bear_168/index.html,https://books.toscrape.com/media/cache/9f/9c/9f9c8afb3befd7ab2629c76983445766.jpg,
green-eggs-and-ham-beginner-books-b-16_165,Green Eggs and Ham (Beginner Books B-16),Childrens,£10.79,4,3,621e2c310cec8d32,https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,https://books.toscrape.com/media/cache/38/91/38916e718a4a117d62cbb8e10c7443ff.jpg,
counting-thyme_142,Counting Thyme,Childrens,£10.62,1,3,157f693d9e600ccc,https://books.toscrape.com/catalogue/counting-thyme_142/index.html,https://books.toscrape.com/media/cache/1a/53/1a53aab1bf630cb7da16181d405987cc.jpg,
are-we-there-yet_122,Are We There Yet?,Childrens,£10.66,3,3,ef9c4f2465513956,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,https://books.toscrape.com/media/cache/5d/c7/5dc7a906a9257824ae5aca5e33dfb0cd.jpg,
diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,£52.88,4,2,d7b463918d3b8c39,https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,https://books.toscrape.com/media/cache/a8/9a/a89a1b7ffea60884f203877bb89f6ef4.jpg,
matilda_32,Matilda,Childrens,£28.34,1,1,1053fb7ee17a1f33,https://books.toscrape.com/catalogue/matilda_32/index.html,https://books.toscrape.com/media/cache/3c/db/3cdb7121cf09e7c5e3436cfff9834a67.jpg,
charlie-and-the-chocolate-factory-charlie-bucket-1_13,Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,£22.85,3,1,1774749f2cee292f,https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,https://books.toscrape.com/media/cache/96/df/96dfbe6533f9705d2cdccc16310910ee.jpg,
dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Religion,£37.97,2,16,fce19f9b4a943f22,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,https://books.toscrape.com/media/cache/a7/9c/a79cac7aec3816fb754c1aedd2e82986.jpg,
you-are-what-you-love-the-spiritual-power-of-habit_872,You Are What You Love: The Spiritual Power of Habit,Religion,£21.87,4,15,796c87ddbbaaf8c5,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,https://books.toscrape.com/media/cache/52/9b/529bf0d806ae2ab02bf23da4326b24c3.jpg,
god-the-most-unpleasant-character-in-all-fiction_697,God: The Most Unpleasant Character in All Fiction,Religion,£30.03,5,14,eec424a84c9e4c68,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,https://books.toscrape.com/media/cache/41/d8/41d8915a712c2a56f1c5182c11445551.jpg,
the-book-of-mormon_571,The Book of Mormon,Religion,£24.57,3,9,3f25a2fedae191cc,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,https://books.toscrape.com/media/cache/d7/c8/d7c885771d5e843cc2db6b0e5183c0c5.jpg,
a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Religion,£27.62,1,4,d12ca4020c2f602e,https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,https://books.toscrape.com/media/cache/fd/99/fd996fdccb07aa8759f1388a0dea343a.jpg,
the-bhagavad-gita_60,The Bhagavad Gita,Religion,£57.49,3,1,f3a0b8c835129558,https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html,https://books.toscrape.com/media/cache/13/27/13270087ac5cba3e999166a64991187a.jpg,
choosing-our-religion-the-spiritual-lives-of-americas-nones_14,Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,£28.42,4,1,a812f6969ddf3e39,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,https://books.toscrape.com/media/cache/e9/8a/e98a7adb82052fb13418a43291b8f0d4.jpg,
worlds-elsewhere-journeys-around-shakespeares-globe_972,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,Nonfiction,£40.30,5,18,4c28def39d850cdf,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,https://books.toscrape.com/media/cache/7b/d9/7bd93db091d736d0c6ff9d578e3ba3d7.jpg,
the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Nonfiction,£31.05,3,18,3c039985229453bf,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,https://books.toscrape.com/media/cache/7c/10/7c10101fe1759c5a17ba57e4bef9e764.jpg,
reasons-to-stay-alive_959,Reasons to Stay Alive,Nonfiction,£26.41,2,17,c8f7f0cb1abb9cac,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,https://books.toscrape.com/media/cache/f5/3c/f53c7d21723c860cfbca2b539bc55b8f.jpg,
higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Nonfiction,£23.11,5,17,c27f6e1f185b0383,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,https://books.toscrape.com/media/cache/71/45/71451e3bba61a8d888a4a2c6526a4bcf.jpg,
unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Nonfiction,£44.18,4,16,d170b5a0da46380e,https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,https://books.toscrape.com/media/cache/88/a4/88a4b5f7236b8a36ba972be5ebe4f252.jpg,
throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Nonfiction,£31.12,3,16,7858914fad68493c,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,https://books.toscrape.com/media/cache/f4/21/f4210912ca58ef35f8ad120fe3dfed38.jpg,
the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Nonfiction,£16.77,3,16,0da9aa9d24677fc0,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,https://books.toscrape.com/media/cache/26/65/2665876e19a6c92130f02cfda3bd3846.jpg,
the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934,The Gutsy Girl: Escapades for Your Life of Epic Adventure,Nonfiction,£37.13,1,16,acd86a5426e21ca0,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,https://books.toscrape.com/media/cache/73/cb/73cb1236d96f455d712516fffeae2304.jpg,
the-electric-pencil-drawings-from-inside-state-hospital-no-3_933,The Electric Pencil: Drawings from Inside State Hospital No. 3,Nonfiction,£56.06,1,16,a30b270e25489e5c,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,https://books.toscrape.com/media/cache/b1/0f/b10faf0dee8994865437ffc79682dc2f.jpg,
spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Nonfiction,£41.83,4,16,87b0615b6e1f4d7b,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,https://books.toscrape.com/media/cache/17/19/1719475c51206a410a90fe5f3708df4c.jpg,
reskilling-america-learning-to-labor-in-the-twenty-first-century_922,Reskilling America: Learning to Labor in the Twenty-First Century,Nonfiction,£19.83,2,16,d7310206583a54b6,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,https://books.toscrape.com/media/cache/2c/d2/2cd2b814b8a8cd3a49895cbd13a8b1f4.jpg,
in-the-country-we-love-my-family-divided_901,In the Country We Love: My Family Divided,Nonfiction,£22.00,4,16,b136b1b180ca753a,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,https://books.toscrape.com/media/cache/11/08/1108a8d9ebccd9cd474012121c32a7f5.jpg,
everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Nonfiction,£54.35,2,16,311c0dd0e354a33e,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,https://books.toscrape.com/media/cache/15/97/15972684c6f44f1be5e751d2e067cc16.jpg,
call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Nonfiction,£29.14,5,16,bee3672891cca906,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,https://books.toscrape.com/media/cache/c5/f2/c5f2361aab546bc7f851cf93aec94ca3.jpg,
algorithms-to-live-by-the-computer-science-of-human-decisions_880,Algorithms to Live By: The Computer Science of Human Decisions,Nonfiction,£30.81,1,16,38d45839cb1c83c1,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,https://books.toscrape.com/media/cache/28/ea/28ea530a8b7955e422df64beaed7871a.jpg,
the-power-of-now-a-guide-to-spiritual-enlightenment_855,The Power of Now: A Guide to Spiritual Enlightenment,Nonfiction,£43.54,2,15,8ec14b1576cb7cb5,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,https://books.toscrape.com/media/cache/13/2a/132a17f55f0048a2f2df748c9f5ce4e4.jpg,
the-omnivores-dilemma-a-natural-history-of-four-meals_854,The Omnivore's Dilemma: A Natural History of Four Meals,Nonfiction,£38.21,2,15,209adad1015af86f,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,https://books.toscrape.com/media/cache/3d/9d/3d9d46815a4be5e5e6f5e641d8268961.jpg,
the-genius-of-birds_843,The Genius of Birds,Nonfiction,£17.24,1,15,42d0d7c92b75fc1c,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,https://books.toscrape.com/media/cache/2e/52/2e52982210cbc8dffe414cab72b52e38.jpg,
the-artists-way-a-spiritual-path-to-higher-creativity_839,The Artist's Way: A Spiritual Path to Higher Creativity,Nonfiction,£38.49,5,15,dd047728de72ad62,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,https://books.toscrape.com/media/cache/3b/41/3b414b6d0340a0cbbd05be0942ddaada.jpg,
so-youve-been-publicly-shamed_832,So You've Been Publicly Shamed,Nonfiction,£12.23,2,15,1b33663ad7b95fd8,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,https://books.toscrape.com/media/cache/9d/15/9d150a1d5832bb9e3b82bbc1541912d6.jpg,
daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Nonfiction,£19.43,3,15,3b9a3b4624b7fd6d,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,https://books.toscrape.com/media/cache/38/ea/38ea04e1e16ebef78fd2595771fe2287.jpg,
big-magic-creative-living-beyond-fear_796,Big Magic: Creative Living Beyond Fear,Nonfiction,£30.80,3,15,1f329c2e7d7de8bd,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,https://books.toscrape.com/media/cache/78/a6/78a64cdef1ea38f3ddcc77f5e3fac5fd.jpg,
becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795,Becoming Wise: An Inquiry into the Mystery and Art of Living,Nonfiction,£27.43,2,15,919e7cb2269a25d2,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,https://books.toscrape.com/media/cache/33/65/3365a493bba6856798437c3e341a1e5d.jpg,
agnostic-a-spirited-manifesto_786,Agnostic: A Spirited Manifesto,Nonfiction,£12.51,5,15,d195e7f4ed697350,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,https://books.toscrape.com/media/cache/66/03/6603ceb9ac44fb012f8bf54383bc0165.jpg,
whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Nonfiction,£38.20,4,14,44a10f1ac8ce822e,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,https://books.toscrape.com/media/cache/e3/d5/e3d59328474571d53aad7d07144e2ef0.jpg,
whats-it-like-in-space-stories-from-astronauts-whove-been-there_779,What's It Like in Space?: Stories from Astronauts Who've Been There,Nonfiction,£19.60,2,14,6fd646a334e6e133,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,https://books.toscrape.com/media/cache/96/6f/966f1fe13d231041bb516c281a675646.jpg,
the-year-of-magical-thinking_770,The Year of Magical Thinking,Nonfiction,£43.04,2,14,34c0d7c4ee5650af,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,https://books.toscrape.com/media/cache/06/2a/062af372ae666a16fa7e67ced2d1187c.jpg,
the-literature-book-big-ideas-simply-explained_755,The Literature Book (Big Ideas Simply Explained),Nonfiction,£17.43,3,14,4881cc53f6c8892f,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,https://books.toscrape.com/media/cache/b7/95/b79552e4f08ebad6516f6ddefbb7bd92.jpg,
the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,Nonfiction,£15.77,1,14,923831a05c9f91f7,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,https://books.toscrape.com/media/cache/c4/d7/c4d78673f6228b246d5d547c29eaa58b.jpg,
